,name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,core,hdmi,mcr,wifi,bluetooth,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity,pixel_width,pixel_height,usb3,usb2,type_c,processor_brand,processor_model,processor_gen,processor
69,Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics),109990.0,asus,76,4.2,Windows,Performance,medium,lite,1.0,small,high,16:10,1,0,16,0,1024,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,0,1,0,0,,3.0,high,2880.0,1800.0,2,0,0,Intel,i9,13.0,Intel i9 13.0
70,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),87990.0,hp,110,4.6,Windows,Gaming,medium,heavy,1.0,medium,low,16:9,1,0,16,0,1024,NVIDIA,24.0,16.0,10.0,1,1,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,2,0,0,Intel,i7,12.0,Intel i7 12.0
71,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),88990.0,asus,81,4.45,Windows,Gaming,thick,heavy,1.0,large,high,16:9,1,0,16,0,512,NVIDIA,16.0,16.0,8.0,1,0,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,2,0,0,AMD,7,6.0,AMD 7 6.0
72,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),56990.0,hp,99,4.15,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,AMD,16.0,12.0,6.0,1,1,1,1,1,1,0,0,1,0,,3.0,medium,1920.0,1080.0,2,0,0,AMD,5,5.0,AMD 5 5.0
73,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,msi,126,4.45,Windows,Performance,thick,medium,2.0,medium,low,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,3.0,medium,1920.0,1080.0,3,0,0,Intel,i5,11.0,Intel i5 11.0
74,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),93050.0,lenovo,221,4.45,Windows,Gaming,thick,heavy,1.0,medium,high,16:10,1,0,16,0,512,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,1,1,0,1,0,,3.0,high,1920.0,1080.0,3,0,0,Intel,i5,12.0,Intel i5 12.0
75,Lenovo LOQ 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 8GB Graph),89999.0,lenovo,65,4.0,Windows,Gaming,thick,medium,1.0,medium,high,16:10,1,0,8,0,512,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,1,1,0,1,0,,3.0,high,1920.0,1080.0,3,0,0,Intel,i5,13.0,Intel i5 13.0
76,Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),13990.0,others,151,4.2,Windows,Performance,thick,medium,1.0,medium,medium,16:9,1,0,4,0,256,Integrated,4.0,2.0,2.0,1,0,1,1,0,1,0,0,0,0,,2.0,low,1920.0,1080.0,0,1,0,Intel,N4020,3.0,Intel N4020 3.0
77,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),76990.0,asus,85,4.3,Windows,Performance,thick,heavy,1.0,medium,low,16:9,1,0,8,0,512,NVIDIA,18.0,16.0,12.0,1,0,1,1,1,1,1,0,1,0,,4.0,very_high,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
78,Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),23990.0,lenovo,94,4.65,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,AMD,2.0,2.0,2.0,1,1,1,1,1,1,0,0,0,0,,2.0,low,1366.0,768.0,0,1,0,AMD,7120U,7.0,others
79,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),23990.0,infinix,578,4.15,Windows,Everyday Use,slim,lite,1.0,small,medium,16:9,0,0,8,0,512,Integrated,6.0,4.0,2.0,1,0,1,1,1,1,0,0,0,0,,2.0,medium,1920.0,1080.0,2,0,0,Intel,i3,11.0,Intel i3 11.0
80,Acer Nitro 5 AN515-58 NH.QFSSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),97989.0,acer,421,4.3,Windows,Gaming,thick,heavy,1.0,medium,high,16:9,1,0,16,0,1024,NVIDIA,24.0,16.0,10.0,1,0,1,1,1,1,0,0,1,0,,4.0,high,2560.0,1440.0,3,0,0,Intel,i7,12.0,Intel i7 12.0
81,Asus TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 8GB Graph),109990.0,asus,154,4.4,Windows,Performance,medium,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,24.0,20.0,14.0,1,0,1,1,1,1,1,0,1,0,,4.0,very_high,1920.0,1080.0,2,0,0,Intel,i7,12.0,Intel i7 12.0
82,Asus Vivobook 15 X1502ZA-EJ532WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47741.0,asus,112,4.0,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,1,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
83,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),75990.0,asus,91,4.3,Windows,Performance,medium,medium,1.0,medium,high,16:9,1,0,16,0,512,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,1,1,0,0,,4.0,high,2880.0,1620.0,0,1,0,Intel,i5,13.0,Intel i5 13.0
84,MSI Bravo 15 B5ED-035IN Gaming Laptop (AMD Ryzen 7 / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),59990.0,msi,671,4.4,Windows,Performance,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,AMD,16.0,16.0,8.0,1,0,1,1,1,1,0,0,1,0,,3.0,medium,1920.0,1080.0,0,1,0,AMD,7,5.0,AMD 7 5.0
85,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB/ MacOS),126990.0,apple,109,4.45,Mac,Performance,slim,medium,1.0,medium,high,16:9,0,0,8,0,256,Integrated,16.0,16.0,8.0,0,0,1,1,1,1,1,1,0,1,,4.0,high,2880.0,1864.0,0,0,2,Apple,M2,2.0,Apple M2 2.0
86,Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),23990.0,infinix,2591,4.1,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,4.0,4.0,4.0,1,0,1,1,1,1,0,0,0,0,2.0,2.0,low,1920.0,1080.0,2,0,0,Intel,N5100,11.0,others
87,Asus Vivobook Pro 15 M6500QC-HN742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,asus,135,4.15,Windows,Gaming,medium,medium,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,16.0,16.0,8.0,1,0,1,1,1,1,0,1,0,0,,3.0,medium,1920.0,1080.0,0,2,0,AMD,7,5.0,AMD 7 5.0
88,Acer Extensa 15 EX215-23 Laptop (Ryzen 3 7320U/ 8 GB/512 GB SSD/Win11 Home),33999.0,acer,667,4.1,Windows,Everyday Use,medium,medium,1.0,medium,low,16:9,0,0,8,0,512,AMD,4.0,8.0,4.0,1,0,1,1,0,1,0,0,0,0,,3.0,low,1920.0,1080.0,2,0,0,AMD,3,7.0,AMD 3 7.0
89,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),47990.0,acer,71,4.2,Windows,Gaming,medium,medium,1.0,medium,low,16:9,1,0,12,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,1,1,1,0,,3.0,medium,1920.0,1080.0,3,0,0,Intel,i5,12.0,Intel i5 12.0
90,Xiaomi Notebook Pro 120G Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Garph),59990.0,others,196,4.05,Windows,Everyday Use,slim,lite,1.0,small,high,16:10,1,0,16,0,512,Integrated,12.0,12.0,8.0,1,0,1,1,1,1,1,1,0,0,,3.0,medium,2560.0,1600.0,1,0,0,Intel,i5,12.0,Intel i5 12.0
91,Acer Nitro 5 AN515-58 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,acer,355,4.3,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,18.0,16.0,8.0,1,0,1,1,1,1,1,0,0,0,,4.0,high,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
92,Infinix INBook X2 Slim Series XL23 2023 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home),37990.0,infinix,194,4.4,Windows,Everyday Use,slim,lite,1.0,small,medium,16:9,0,0,16,0,1024,Integrated,8.0,8.0,4.0,1,0,1,1,1,1,0,0,0,0,,2.0,medium,1920.0,1080.0,2,0,0,Intel,i5,11.0,Intel i5 11.0
93,Dell Precision 5550 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro/ 4GB Graph),184999.0,dell,64,4.2,Windows,Performance,slim,medium,3.0,medium,medium,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,6.0,0,1,1,1,1,1,1,0,0,0,,6.0,very_high,1920.0,1200.0,0,0,3,Intel,i7,10.0,others
94,Lenovo Legion Slim 7 16IRH8 82Y3003WIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),177990.0,lenovo,83,4.75,Windows,Gaming,medium,heavy,1.0,large,high,16:9,1,0,16,0,1024,NVIDIA,24.0,20.0,14.0,1,1,1,1,1,1,1,1,0,0,,4.0,very_high,3200.0,2000.0,3,0,0,Intel,i9,13.0,Intel i9 13.0
95,Dell Inspiron 3520 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),51487.0,dell,103,4.15,Windows,Everyday Use,thick,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,12.0,12.0,10.0,1,1,1,1,1,1,0,0,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
96,Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),94990.0,asus,91,4.6,Windows,Gaming,thick,heavy,1.0,large,medium,16:10,1,0,16,0,1024,NVIDIA,20.0,16.0,10.0,1,0,1,1,1,1,1,0,0,0,,4.0,high,1920.0,1200.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
97,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),25990.0,others,134,4.0,Windows,Performance,medium,lite,1.0,medium,medium,16:9,0,0,8,0,512,Integrated,6.0,8.0,4.0,1,0,1,1,0,1,0,0,1,0,,2.0,low,1920.0,1080.0,2,0,0,Intel,i5,10.0,others
98,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),47990.0,infinix,85,4.2,Windows,Performance,slim,lite,1.0,small,medium,16:9,0,0,16,0,512,Integrated,12.0,12.0,10.0,1,0,1,1,1,1,0,0,0,0,,3.0,medium,1920.0,1080.0,0,0,2,Intel,i7,12.0,Intel i7 12.0
99,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),45990.0,msi,94,4.6,Windows,Performance,thick,medium,2.0,medium,low,16:9,1,0,8,0,512,NVIDIA,12.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,3.0,medium,1920.0,1080.0,3,0,0,Intel,i5,11.0,Intel i5 11.0
100,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),55990.0,msi,106,4.3,Windows,Performance,medium,medium,2.0,medium,low,16:9,1,0,16,1024,256,NVIDIA,12.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,3.0,medium,1920.0,1080.0,3,0,0,Intel,i5,11.0,Intel i5 11.0
101,Asus Vivobook S14 Flip TN3402QA-LZ751WS Laptop (AMD Ryzen 7/ 16GB/ 1TB SSD/Win11),70500.0,asus,55,4.0,Windows,Everyday Use,medium,lite,1.0,small,high,16:10,0,1,16,0,1024,AMD,16.0,16.0,8.0,1,0,1,1,1,1,0,0,0,0,,3.0,high,1920.0,1200.0,0,1,0,AMD,7,5.0,AMD 7 5.0
102,Asus Vivobook S14 Flip TN3402QA-LZ551WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB SSD/Win11),65500.0,asus,52,4.1,Windows,Everyday Use,medium,lite,1.0,small,high,16:10,0,1,16,0,1024,AMD,16.0,12.0,6.0,1,0,1,1,1,1,0,0,0,0,,3.0,high,1920.0,1200.0,0,1,0,AMD,5,5.0,AMD 5 5.0
103,Lenovo ThinkPad E15 2021 20T8S0ME00 Laptop (AMD Ryzen 3 4300U/ 4GB/ 256GB SSD/ Win10 Home),40500.0,lenovo,55,4.7,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,4,0,256,Integrated,4.0,8.0,4.0,1,0,1,1,0,1,0,0,1,0,,3.0,medium,1920.0,1080.0,0,1,0,AMD,3,4.0,others
104,Lenovo Thinkpad T14 Laptop (AMD R7 Pro 4750U/ 16GB/ 512GB SSD/ Win 10 Pro),90000.0,lenovo,105,4.3,Windows,Business,medium,lite,1.0,small,medium,16:9,1,0,16,0,512,AMD,8.0,16.0,8.0,1,0,1,1,0,1,0,0,1,0,,3.0,medium,1920.0,1080.0,2,0,0,AMD,7,4.0,others
105,MSI Modern 15 B11M-062IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),36990.0,msi,56,4.35,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,8.0,8.0,4.0,1,0,1,1,1,1,0,0,0,0,,3.0,medium,1920.0,1080.0,0,2,0,Intel,i5,11.0,Intel i5 11.0
106,MSI Modern 15 B11M-063IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),29990.0,msi,109,4.1,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,6.0,4.0,2.0,1,0,1,1,1,1,0,0,0,0,,3.0,medium,1920.0,1080.0,0,2,0,Intel,i3,11.0,Intel i3 11.0
107,Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990.0,lenovo,110,4.05,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,16.0,12.0,6.0,1,0,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,2,0,0,AMD,5,6.0,others
108,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40990.0,lenovo,97,4.7,Windows,Performance,medium,medium,1.0,medium,medium,16:9,1,0,8,0,512,Integrated,10.0,8.0,6.0,1,1,1,1,0,1,0,0,0,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i3,12.0,Intel i3 12.0
109,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),34499.0,lenovo,80,4.4,Others,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,AMD,8.0,8.0,4.0,1,1,1,1,1,1,1,1,1,0,,3.0,low,1920.0,1080.0,2,0,0,AMD,5,7.0,AMD 5 7.0
110,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),38990.0,msi,356,4.25,Windows,Performance,medium,lite,1.0,small,medium,16:9,1,0,16,0,512,Integrated,8.0,8.0,4.0,1,0,1,1,1,1,0,0,0,0,,3.0,medium,1920.0,1080.0,0,2,0,Intel,i5,11.0,Intel i5 11.0
111,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),85990.0,asus,96,4.55,Windows,Performance,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,18.0,16.0,12.0,1,0,1,1,1,1,1,0,1,0,,4.0,very_high,1920.0,1080.0,2,0,0,Intel,i5,12.0,Intel i5 12.0
112,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),66290.0,lenovo,77,4.2,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,1,1,1,1,1,0,0,0,0,,3.0,low,1920.0,1080.0,0,1,0,AMD,5,7.0,AMD 5 7.0
113,Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67990.0,lenovo,375,4.2,Windows,Gaming,medium,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,8.0,1,0,1,1,1,1,0,0,1,0,,3.0,high,1920.0,1080.0,2,0,0,Intel,i5,12.0,Intel i5 12.0
114,Asus VivoBook 14 X415EA-EK344WS Notebook (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),42990.0,asus,341,4.1,Windows,Everyday Use,medium,medium,1.0,small,medium,16:9,1,0,16,0,512,Integrated,6.0,4.0,2.0,1,0,1,1,0,1,0,1,0,0,,2.0,low,1920.0,1080.0,0,2,0,Intel,i3,11.0,Intel i3 11.0
115,Lenovo IdeaPad Gaming 3 82SB00V4IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990.0,lenovo,85,4.3,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,8,0,512,NVIDIA,16.0,12.0,6.0,1,0,1,1,1,1,0,0,1,0,,4.0,high,1920.0,1080.0,2,0,0,AMD,5,6.0,others
116,HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),52290.0,hp,65,4.5,Windows,Everyday Use,medium,medium,1.0,medium,medium,16:9,1,0,8,0,512,AMD,16.0,12.0,6.0,1,0,1,1,1,1,0,0,0,0,,3.0,low,1920.0,1080.0,2,0,0,AMD,5,5.0,AMD 5 5.0
117,Asus Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),109990.0,asus,86,4.55,Windows,Performance,medium,medium,1.0,medium,high,16:9,1,0,16,0,1024,Integrated,24.0,20.0,14.0,1,0,1,1,1,1,1,1,0,0,,4.0,high,2880.0,1620.0,0,1,0,Intel,i9,13.0,Intel i9 13.0
118,Honor MagicBook X16 2023 BRN-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),48990.0,others,465,4.15,Windows,Everyday Use,medium,medium,1.0,large,medium,16:9,1,0,16,0,512,Integrated,12.0,12.0,8.0,1,0,1,1,1,1,0,1,0,0,,2.0,high,1920.0,1200.0,2,0,0,Intel,i5,12.0,Intel i5 12.0
119,Asus Vivobook S14 S3402ZA-LY542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),58990.0,asus,853,4.3,Windows,Performance,medium,lite,1.0,small,high,16:10,1,0,16,0,512,Integrated,18.0,16.0,12.0,1,0,1,1,1,1,0,1,0,0,,3.0,high,1920.0,1200.0,0,1,0,Intel,i5,12.0,Intel i5 12.0
120,MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),35990.0,msi,328,4.15,Windows,Performance,medium,lite,1.0,small,medium,16:9,1,0,8,0,512,Integrated,8.0,8.0,4.0,1,0,1,1,1,1,0,0,0,0,,3.0,medium,1920.0,1080.0,0,2,0,Intel,i5,11.0,Intel i5 11.0
121,MSI Titan GT77 HX 13VI-092IN Gaming Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Home/ 16GB Graph),569990.0,msi,83,4.1,Windows,Gaming,thick,heavy,2.0,large,very_high,16:9,1,0,64,0,4096,NVIDIA,36.0,32.0,24.0,1,1,1,1,1,1,0,1,1,1,,4.0,very_high,3840.0,2160.0,3,0,0,Intel,i9,13.0,Intel i9 13.0
122,Acer Extensa EX215-23 NX.EH3SI.003 Laptop (Ryzen 5 7520U/ 8 GB/512 GB SSD/Win11 Home),34990.0,acer,677,4.15,Windows,Everyday Use,medium,medium,1.0,medium,low,16:9,0,0,8,0,512,AMD,4.0,8.0,4.0,1,0,1,1,0,1,0,0,0,0,,3.0,low,1920.0,1080.0,2,0,0,AMD,5,7.0,AMD 5 7.0
123,Acer Aspire 5 A515-58GM 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graphics),62990.0,acer,103,4.35,Windows,Everyday Use,medium,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,12.0,12.0,8.0,1,0,1,1,1,1,1,0,1,0,,3.0,medium,1920.0,1080.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
124,Apple MacBook Pro 16 inch Laptop (M2 Max 12-core CPU/ 32GB/ 1TB SSD/ Mac OS/ 38-core GPU),322490.0,apple,87,4.5,Mac,Performance,medium,heavy,1.0,large,very_high,16:9,1,0,32,0,1024,Integrated,12.0,16.0,12.0,1,1,1,1,1,1,1,0,0,1,,6.0,very_high,3456.0,2234.0,0,0,3,Apple,M2,2.0,Apple M2 2.0
125,Samsung Galaxy Book 3 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),69990.0,samsung,101,4.75,Windows,Business,medium,lite,1.0,small,medium,16:9,1,0,8,0,512,Integrated,12.0,16.0,12.0,1,1,1,1,1,1,0,1,0,0,,4.0,high,1920.0,1080.0,2,0,0,Intel,i5,13.0,Intel i5 13.0
126,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990.0,lenovo,63,4.05,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,8,0,512,NVIDIA,8.0,8.0,4.0,1,0,1,1,1,1,0,0,1,0,,3.0,low,1920.0,1080.0,2,0,0,AMD,5,5.0,AMD 5 5.0
127,HP 247 G8 6B5R3PA Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ FreeDOS),25999.0,hp,600,3.9,Others,Everyday Use,medium,lite,1.0,small,low,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,1,1,1,0,1,0,0,1,0,,3.0,low,1366.0,768.0,2,0,0,AMD,3,5.0,others
128,Honor MagicBook 14 WDQ9BHNE Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),34990.0,others,396,4.25,Windows,Performance,medium,lite,1.0,small,low,16:9,0,0,8,0,512,AMD,8.0,12.0,6.0,1,0,1,1,1,1,0,1,0,0,,3.0,medium,1920.0,1080.0,0,1,0,AMD,5,5.0,AMD 5 5.0
129,Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),30790.0,lenovo,537,3.95,Windows,Performance,medium,medium,1.0,medium,medium,16:9,1,0,8,0,512,AMD,4.0,8.0,4.0,1,1,1,1,0,1,0,0,1,0,1.0,2.0,low,1920.0,1080.0,0,1,0,AMD,3,5.0,others
130,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),61990.0,asus,190,4.35,Windows,Gaming,thick,heavy,1.0,medium,low,16:9,1,0,16,0,512,NVIDIA,12.0,12.0,6.0,1,0,1,1,1,1,1,0,1,0,,4.0,high,1920.0,1080.0,3,0,0,Intel,i5,11.0,Intel i5 11.0
131,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB/ MacOS),94990.0,apple,823,4.65,Mac,Performance,slim,lite,1.0,small,high,16:9,0,0,8,0,256,Integrated,16.0,16.0,8.0,0,0,1,1,1,1,1,0,0,1,,4.0,medium,2560.0,1664.0,0,0,2,Apple,M2,2.0,Apple M2 2.0
132,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),63990.0,samsung,328,4.5,Windows,Performance,slim,medium,1.0,medium,low,16:9,1,0,16,0,512,Integrated,12.0,12.0,10.0,0,0,1,1,1,1,0,1,0,0,,3.0,medium,1920.0,1080.0,0,2,0,Intel,i5,12.0,Intel i5 12.0
133,Asus CX1101CMA-GJ0007 Chromebook (Celeron Dual Core/ 4GB/ 64GB eMMC/ Chrome OS),11990.0,asus,673,3.7,Others,Performance,slim,lite,1.0,small,low,16:9,1,0,4,64,0,Integrated,4.0,2.0,2.0,0,1,1,1,0,1,0,0,0,0,,3.0,medium,1366.0,768.0,2,0,0,Intel,N4020,3.0,Intel N4020 3.0
134,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),32990.0,others,14917,4.4,Windows,Everyday Use,slim,lite,1.0,small,medium,3:2,1,0,8,0,256,Integrated,6.0,4.0,2.0,0,0,1,1,1,1,0,1,0,0,,2.0,low,1440.0,2160.0,1,0,0,Intel,i3,11.0,Intel i3 11.0
135,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),44690.0,lenovo,80,4.05,Windows,Business,thick,medium,1.0,medium,low,16:9,1,0,8,0,512,Integrated,10.0,6.0,5.0,0,0,0,1,1,1,0,0,0,0,,3.0,medium,1920.0,1080.0,0,0,0,Intel,i3,13.0,Intel i3 13.0
136,Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),36990.0,acer,83,4.35,Windows,Performance,medium,medium,1.0,medium,low,16:9,1,0,16,0,512,Integrated,6.0,4.0,2.0,1,1,1,1,0,1,0,0,1,0,,3.0,low,1920.0,1080.0,0,1,0,Intel,i3,11.0,Intel i3 11.0
137,Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),94990.0,lenovo,60,4.75,Windows,Performance,medium,lite,1.0,small,high,16:10,0,1,16,0,1024,AMD,16.0,16.0,8.0,1,0,1,1,1,1,1,1,0,0,,4.0,high,2880.0,1800.0,1,0,0,AMD,7,7.0,AMD 7 7.0
